"timeMillisSpent","scoreCalculationSpeed"
1001,276
2002,462
3002,485
4005,485
5002,463
6006,481
7001,501
8005,489
9005,498
10008,483
11006,504
12007,489
13000,481
14000,488
15004,482
16005,505
17004,484
18001,473
19004,491
20005,493
21003,469
22001,489
23005,494
24004,486
25006,497
26001,480
27004,498
28010,493
29000,501
30002,497
