"timeMillisSpent","score"
78,"0hard/-1600soft"
109,"0hard/213soft"
148,"0hard/2074soft"
171,"0hard/4100soft"
191,"0hard/2508soft"
217,"0hard/4632soft"
248,"0hard/6217soft"
274,"0hard/7673soft"
291,"0hard/6152soft"
306,"0hard/7042soft"
329,"0hard/5565soft"
347,"0hard/7111soft"
367,"-1hard/9072soft"
387,"0hard/7867soft"
402,"0hard/6354soft"
419,"0hard/8267soft"
433,"0hard/9613soft"
445,"0hard/8018soft"
459,"0hard/9357soft"
473,"0hard/8123soft"
486,"0hard/6723soft"
502,"0hard/4782soft"
519,"0hard/6016soft"
529,"0hard/8123soft"
543,"0hard/6267soft"
556,"0hard/4552soft"
571,"0hard/6723soft"
582,"0hard/8267soft"
592,"0hard/9613soft"
602,"0hard/7403soft"
612,"0hard/9045soft"
632,"0hard/7296soft"
647,"0hard/9357soft"
656,"0hard/7271soft"
667,"0hard/8915soft"
677,"0hard/7920soft"
689,"0hard/6459soft"
702,"0hard/8267soft"
712,"0hard/6723soft"
723,"0hard/8123soft"
735,"0hard/9357soft"
749,"0hard/7296soft"
761,"0hard/5580soft"
776,"0hard/6927soft"
792,"0hard/9276soft"
807,"0hard/8019soft"
818,"0hard/6713soft"
832,"0hard/7920soft"
845,"0hard/9276soft"
858,"0hard/8019soft"
877,"0hard/6140soft"
889,"0hard/4727soft"
901,"0hard/6713soft"
913,"0hard/8222soft"
923,"0hard/6354soft"
940,"0hard/8267soft"
955,"0hard/6723soft"
965,"0hard/4782soft"
979,"0hard/2837soft"
989,"0hard/4386soft"
1001,"0hard/6095soft"
1012,"0hard/7950soft"
1021,"0hard/9210soft"
1030,"0hard/7490soft"
1041,"0hard/9786soft"
1050,"0hard/7608soft"
1060,"0hard/9630soft"
1071,"0hard/8222soft"
1085,"0hard/6713soft"
1101,"0hard/8019soft"
1110,"0hard/9276soft"
1121,"0hard/7220soft"
1130,"0hard/9225soft"
1140,"0hard/11070soft"
1157,"0hard/10192soft"
1166,"0hard/7950soft"
1175,"0hard/9210soft"
1185,"0hard/6903soft"
1193,"0hard/9225soft"
1201,"0hard/10278soft"
1210,"0hard/8509soft"
1219,"0hard/7946soft"
1229,"0hard/6166soft"
1238,"0hard/7617soft"
1246,"0hard/5918soft"
1257,"0hard/7950soft"
1267,"0hard/9210soft"
1278,"0hard/7180soft"
1286,"0hard/8758soft"
1296,"0hard/6440soft"
1306,"0hard/8501soft"
1315,"0hard/6792soft"
1325,"0hard/7927soft"
1336,"0hard/9180soft"
1343,"0hard/7268soft"
1353,"0hard/9473soft"
1362,"0hard/7569soft"
1370,"0hard/9899soft"
1378,"0hard/8223soft"
1387,"0hard/6352soft"
1395,"0hard/5154soft"
1405,"0hard/3795soft"
1414,"0hard/5555soft"
1423,"0hard/6590soft"
1431,"0hard/8806soft"
1441,"0hard/10278soft"
1465,"0hard/9390soft"
1476,"0hard/7946soft"
1486,"0hard/5912soft"
1496,"0hard/3788soft"
1506,"0hard/5876soft"
1517,"0hard/7946soft"
1526,"0hard/5800soft"
1535,"0hard/7296soft"
1545,"0hard/7962soft"
1559,"0hard/6166soft"
1568,"0hard/7235soft"
1577,"0hard/5662soft"
1587,"0hard/7632soft"
1597,"0hard/6024soft"
1605,"0hard/4062soft"
1617,"0hard/5458soft"
1626,"0hard/4501soft"
1635,"0hard/2905soft"
1646,"0hard/2040soft"
1656,"0hard/3725soft"
1667,"0hard/4552soft"
1676,"0hard/6660soft"
1684,"0hard/8367soft"
1696,"0hard/7078soft"
1706,"0hard/9390soft"
1714,"0hard/10278soft"
1723,"0hard/9225soft"
