"timeMillisSpent","scoreCalculationSpeed"
1014,246
2004,409
3002,455
4003,447
5020,412
6010,457
7000,482
8005,488
9003,481
10003,474
11001,484
12007,477
13004,474
14006,481
15001,480
16000,468
17004,476
18000,482
19017,480
20002,481
21017,501
22000,484
23002,489
24010,488
25012,489
26004,500
27013,476
28010,497
29003,491
30001,497
