"timeMillisSpent","acceptedMoveCount","selectedMoveCount"
11,2,2
18,2,2
24,2,2
30,2,2
38,2,2
47,2,4
58,2,5
71,2,6
84,2,6
102,2,9
113,2,5
127,2,7
139,2,6
157,2,9
166,2,4
185,2,10
207,2,13
232,2,13
259,2,13
267,2,3
284,2,10
309,2,15
357,2,30
395,2,24
458,2,38
482,2,12
489,2,4
511,2,13
547,2,23
563,2,9
581,2,11
593,2,7
615,2,11
639,2,10
657,2,10
675,2,7
761,2,53
843,2,52
30000,0,21321
