"timeMillisSpent","score"
51,"-7hard/48947soft"
81,"-7hard/47006soft"
108,"-6hard/44447soft"
143,"-6hard/52071soft"
174,"-6hard/55696soft"
206,"-6hard/53305soft"
235,"-6hard/52744soft"
268,"-6hard/47958soft"
298,"-6hard/43670soft"
315,"-6hard/48846soft"
331,"-5hard/37955soft"
351,"-5hard/41294soft"
374,"-5hard/41808soft"
389,"-5hard/45201soft"
408,"-5hard/47042soft"
430,"-5hard/49197soft"
448,"-5hard/49374soft"
463,"-5hard/51548soft"
480,"-5hard/49100soft"
491,"-5hard/45369soft"
518,"-5hard/48299soft"
529,"-5hard/52030soft"
543,"-5hard/51360soft"
553,"-5hard/48428soft"
566,"-5hard/46262soft"
589,"-5hard/41037soft"
610,"-5hard/51579soft"
625,"-5hard/54783soft"
641,"-5hard/54962soft"
660,"-5hard/57337soft"
681,"-5hard/53715soft"
701,"-5hard/47104soft"
712,"-5hard/52145soft"
730,"-5hard/49066soft"
747,"-5hard/48443soft"
766,"-5hard/46276soft"
787,"-5hard/49823soft"
807,"-5hard/38879soft"
826,"-5hard/42218soft"
842,"-5hard/45622soft"
859,"-5hard/49015soft"
879,"-5hard/50780soft"
896,"-5hard/50959soft"
915,"-5hard/47412soft"
933,"-5hard/44405soft"
950,"-5hard/41589soft"
972,"-4hard/36549soft"
987,"-4hard/34583soft"
1003,"-4hard/34230soft"
1023,"-4hard/34011soft"
1044,"-4hard/30838soft"
1053,"-4hard/34306soft"
1064,"-5hard/45025soft"
1075,"-5hard/48560soft"
1090,"-5hard/52079soft"
1105,"-5hard/53923soft"
1124,"-5hard/54025soft"
1145,"-5hard/53841soft"
1161,"-5hard/57192soft"
1172,"-5hard/54165soft"
1183,"-5hard/51230soft"
1197,"-5hard/47608soft"
1212,"-4hard/36549soft"
1228,"-4hard/36196soft"
1244,"-4hard/34301soft"
1257,"-4hard/34011soft"
1274,"-4hard/30838soft"
1284,"-4hard/34306soft"
1294,"-5hard/45025soft"
1309,"-5hard/48560soft"
1323,"-5hard/52079soft"
1336,"-5hard/53923soft"
1354,"-5hard/54025soft"
1371,"-5hard/53841soft"
1386,"-5hard/57192soft"
1397,"-5hard/54165soft"
1407,"-5hard/51230soft"
1420,"-5hard/47608soft"
1433,"-4hard/36549soft"
1448,"-4hard/36196soft"
1463,"-4hard/34301soft"
1474,"-4hard/34011soft"
1490,"-4hard/30838soft"
1499,"-4hard/34306soft"
1509,"-5hard/45025soft"
1526,"-5hard/48560soft"
1543,"-5hard/52079soft"
1556,"-5hard/53923soft"
1575,"-5hard/54025soft"
1593,"-5hard/53841soft"
1607,"-5hard/57192soft"
1617,"-5hard/54165soft"
1628,"-5hard/51230soft"
1639,"-5hard/47608soft"
1654,"-4hard/36549soft"
1669,"-4hard/36196soft"
1683,"-4hard/34301soft"
1694,"-4hard/34011soft"
1710,"-4hard/30838soft"
1718,"-4hard/34306soft"
1728,"-5hard/45025soft"
1741,"-5hard/48560soft"
1754,"-5hard/52079soft"
1767,"-5hard/53923soft"
1786,"-5hard/54025soft"
1802,"-5hard/53841soft"
1818,"-5hard/57192soft"
1829,"-5hard/54165soft"
1840,"-5hard/51230soft"
1852,"-5hard/47608soft"
1865,"-4hard/36549soft"
1880,"-4hard/36196soft"
1894,"-4hard/34301soft"
1907,"-4hard/34011soft"
1922,"-4hard/30838soft"
1931,"-4hard/34306soft"
1940,"-5hard/45025soft"
1953,"-5hard/48560soft"
1969,"-5hard/52079soft"
1987,"-5hard/53923soft"
2007,"-5hard/54025soft"
2024,"-5hard/53841soft"
2039,"-5hard/57192soft"
2051,"-5hard/54165soft"
2061,"-5hard/51230soft"
2073,"-5hard/47608soft"
2087,"-4hard/36549soft"
2101,"-4hard/36196soft"
2116,"-4hard/34301soft"
2128,"-4hard/34011soft"
2144,"-4hard/30838soft"
2152,"-4hard/34306soft"
2162,"-5hard/45025soft"
2175,"-5hard/48560soft"
2188,"-5hard/52079soft"
2201,"-5hard/53923soft"
2218,"-5hard/54025soft"
2234,"-5hard/53841soft"
2249,"-5hard/57192soft"
2260,"-5hard/54165soft"
2270,"-5hard/51230soft"
2283,"-5hard/47608soft"
2296,"-4hard/36549soft"
2311,"-4hard/36196soft"
2326,"-4hard/34301soft"
2337,"-4hard/34011soft"
2354,"-4hard/30838soft"
2363,"-4hard/34306soft"
2373,"-5hard/45025soft"
2386,"-5hard/48560soft"
2400,"-5hard/52079soft"
2413,"-5hard/53923soft"
