"timeMillisSpent","mutationCount"
305,0
525,75
719,77
913,75
1078,81
1258,82
1425,84
1580,85
1736,83
1867,84
1995,87
2204,88
2528,96
2769,89
3561,92
3824,92
4502,93
4666,92
