"timeMillisSpent","score"
80,"0hard/-1329soft"
111,"0hard/660soft"
148,"0hard/2416soft"
179,"0hard/3505soft"
216,"0hard/5556soft"
251,"0hard/7403soft"
288,"0hard/9613soft"
307,"0hard/8267soft"
334,"0hard/6723soft"
356,"0hard/8123soft"
374,"0hard/9357soft"
396,"0hard/7296soft"
415,"0hard/9045soft"
436,"0hard/8169soft"
451,"0hard/5803soft"
467,"0hard/6705soft"
488,"0hard/5170soft"
506,"0hard/7271soft"
521,"0hard/8915soft"
546,"0hard/7457soft"
561,"0hard/5418soft"
575,"0hard/6926soft"
590,"0hard/5387soft"
612,"0hard/6926soft"
629,"0hard/8728soft"
646,"0hard/7673soft"
659,"0hard/6217soft"
678,"0hard/4261soft"
701,"0hard/5277soft"
716,"0hard/3273soft"
729,"0hard/4256soft"
745,"-1hard/6436soft"
758,"0hard/5078soft"
770,"0hard/6380soft"
783,"0hard/8381soft"
794,"0hard/7454soft"
813,"0hard/6047soft"
831,"0hard/4062soft"
848,"0hard/5387soft"
863,"0hard/7514soft"
874,"0hard/8430soft"
885,"0hard/7017soft"
900,"0hard/8728soft"
914,"0hard/7673soft"
926,"0hard/6152soft"
943,"0hard/8123soft"
955,"0hard/6723soft"
971,"0hard/4629soft"
985,"0hard/5642soft"
1004,"0hard/6420soft"
1018,"0hard/4761soft"
1031,"0hard/3571soft"
1044,"0hard/5265soft"
1062,"0hard/4209soft"
1076,"0hard/6217soft"
1089,"0hard/7819soft"
1099,"0hard/8932soft"
1110,"0hard/7390soft"
1120,"0hard/5387soft"
1134,"0hard/6926soft"
1147,"0hard/8381soft"
1157,"0hard/6926soft"
1170,"0hard/5387soft"
1187,"0hard/4209soft"
1200,"0hard/6217soft"
1216,"0hard/4261soft"
1235,"0hard/5572soft"
1246,"0hard/7017soft"
1257,"0hard/8218soft"
1286,"0hard/6801soft"
1296,"0hard/8099soft"
1310,"0hard/7223soft"
1320,"0hard/9062soft"
1335,"0hard/7915soft"
1346,"0hard/6521soft"
1357,"0hard/7575soft"
1367,"0hard/9062soft"
1379,"0hard/7223soft"
1389,"0hard/9276soft"
1399,"0hard/7220soft"
1411,"0hard/9225soft"
1421,"0hard/7609soft"
1431,"0hard/9390soft"
1440,"0hard/7461soft"
1451,"0hard/5791soft"
1462,"0hard/7519soft"
1472,"0hard/5920soft"
1483,"0hard/4411soft"
1494,"0hard/6280soft"
1512,"0hard/7617soft"
1529,"0hard/5920soft"
1542,"0hard/7519soft"
1552,"0hard/5791soft"
1564,"0hard/7915soft"
1576,"0hard/9062soft"
1588,"0hard/7575soft"
1599,"0hard/8716soft"
1609,"0hard/6929soft"
1623,"0hard/4881soft"
1634,"0hard/6764soft"
1646,"0hard/8716soft"
1660,"0hard/7575soft"
1675,"0hard/9630soft"
1687,"0hard/7920soft"
1699,"0hard/6713soft"
1710,"0hard/8019soft"
1721,"0hard/9276soft"
1731,"0hard/7220soft"
1741,"0hard/9557soft"
1750,"0hard/7674soft"
1761,"0hard/6364soft"
1773,"0hard/4840soft"
