"timeMillisSpent","scoreCalculationSpeed"
1004,225
2003,363
3002,405
4011,408
5013,403
6001,397
7001,413
8003,410
9008,405
10011,405
11005,398
12009,409
13006,382
14010,406
15004,407
16007,406
17006,393
18007,405
19012,400
20004,408
21003,399
22017,381
23001,394
24012,419
25009,397
26007,401
27001,404
28005,414
29006,393
30003,387
