"timeMillisSpent","score"
20,"-7hard/48947soft"
49,"-6hard/44447soft"
63,"-6hard/52071soft"
76,"-6hard/55696soft"
162,"-5hard/37955soft"
174,"-5hard/41294soft"
186,"-5hard/41808soft"
197,"-5hard/45201soft"
213,"-5hard/47042soft"
228,"-5hard/49197soft"
245,"-5hard/49374soft"
258,"-5hard/51548soft"
316,"-5hard/52030soft"
410,"-5hard/54783soft"
424,"-5hard/54962soft"
444,"-5hard/57337soft"
752,"-4hard/36549soft"
