"timeMillisSpent","score"
17,"-7hard/48947soft"
27,"-6hard/42907soft"
37,"-6hard/50531soft"
45,"-6hard/54156soft"
57,"-5hard/46221soft"
73,"-5hard/46273soft"
231,"-4hard/45421soft"
245,"-4hard/49046soft"
267,"-4hard/51741soft"
288,"-4hard/51920soft"
773,"-4hard/52354soft"
787,"-4hard/52561soft"
1020,"-4hard/52621soft"
