"timeMillisSpent","score"
52,"-7hard/48947soft"
81,"-7hard/47006soft"
105,"-6hard/44447soft"
136,"-6hard/52071soft"
163,"-6hard/55696soft"
194,"-6hard/53305soft"
221,"-6hard/52744soft"
244,"-6hard/47958soft"
268,"-6hard/43670soft"
285,"-6hard/48846soft"
301,"-5hard/37955soft"
318,"-5hard/41294soft"
337,"-5hard/41808soft"
352,"-5hard/45201soft"
371,"-5hard/47042soft"
392,"-5hard/49197soft"
412,"-5hard/49374soft"
428,"-5hard/51548soft"
447,"-5hard/49100soft"
467,"-5hard/45369soft"
487,"-5hard/48299soft"
497,"-5hard/52030soft"
510,"-5hard/51360soft"
523,"-5hard/48428soft"
538,"-5hard/46262soft"
563,"-5hard/41037soft"
582,"-5hard/51579soft"
596,"-5hard/54783soft"
610,"-5hard/54962soft"
629,"-5hard/57337soft"
649,"-5hard/53715soft"
669,"-5hard/47104soft"
680,"-5hard/52145soft"
697,"-5hard/49066soft"
715,"-5hard/48443soft"
731,"-5hard/46276soft"
754,"-5hard/49823soft"
775,"-5hard/38879soft"
794,"-5hard/42218soft"
813,"-5hard/45622soft"
830,"-5hard/49015soft"
847,"-5hard/50780soft"
866,"-5hard/50959soft"
883,"-5hard/47412soft"
901,"-5hard/44405soft"
919,"-5hard/41589soft"
939,"-4hard/36549soft"
954,"-4hard/34583soft"
969,"-4hard/34230soft"
983,"-4hard/34011soft"
999,"-4hard/30838soft"
1012,"-4hard/34306soft"
1025,"-5hard/45025soft"
1036,"-5hard/48560soft"
1051,"-5hard/52079soft"
1068,"-5hard/53923soft"
1087,"-5hard/54025soft"
1104,"-5hard/53841soft"
1118,"-5hard/57192soft"
1129,"-5hard/54165soft"
1139,"-5hard/51230soft"
1151,"-5hard/47608soft"
1164,"-4hard/36549soft"
1179,"-4hard/36196soft"
1194,"-4hard/34301soft"
1205,"-4hard/34011soft"
1221,"-4hard/30838soft"
1229,"-4hard/34306soft"
1240,"-5hard/45025soft"
1253,"-5hard/48560soft"
1265,"-5hard/52079soft"
1278,"-5hard/53923soft"
1296,"-5hard/54025soft"
1312,"-5hard/53841soft"
1326,"-5hard/57192soft"
1336,"-5hard/54165soft"
1350,"-5hard/51230soft"
1368,"-5hard/47608soft"
1381,"-4hard/36549soft"
1396,"-4hard/36196soft"
1409,"-4hard/34301soft"
1422,"-4hard/34011soft"
1437,"-4hard/30838soft"
1445,"-4hard/34306soft"
1455,"-5hard/45025soft"
1468,"-5hard/48560soft"
1481,"-5hard/52079soft"
1495,"-5hard/53923soft"
1512,"-5hard/54025soft"
