"timeMillisSpent","scoreCalculationSpeed"
1002,281
2006,477
3000,483
4003,498
5003,493
6009,490
7005,505
8004,515
9001,506
10005,511
11002,519
12008,513
13002,510
14006,513
15005,506
16005,517
17007,510
18002,512
19009,502
20010,496
21001,491
22004,501
23002,516
24002,517
25004,505
26001,483
27004,489
28004,511
29001,500
30002,504
