"timeMillisSpent","score"
349,"0hard/-3213soft"
632,"0hard/-1561soft"
1049,"0hard/47soft"
1280,"0hard/-419soft"
1652,"0hard/-422soft"
1872,"0hard/40soft"
2236,"0hard/47soft"
2454,"0hard/-419soft"
2815,"0hard/-422soft"
3034,"0hard/40soft"
3393,"0hard/47soft"
3612,"0hard/-419soft"
3970,"0hard/-422soft"
4205,"0hard/40soft"
4566,"0hard/47soft"
4779,"0hard/-419soft"
5136,"0hard/-422soft"
5353,"0hard/40soft"
5752,"0hard/47soft"
5966,"0hard/-419soft"
6340,"0hard/-422soft"
6556,"0hard/40soft"
6913,"0hard/47soft"
7127,"0hard/-419soft"
7482,"0hard/-422soft"
7698,"0hard/40soft"
8056,"0hard/47soft"
8271,"0hard/-419soft"
8645,"0hard/-422soft"
8859,"0hard/40soft"
9221,"0hard/47soft"
9436,"0hard/-419soft"
9795,"0hard/-422soft"
10011,"0hard/40soft"
10369,"0hard/47soft"
10585,"0hard/-419soft"
10942,"0hard/-422soft"
11173,"0hard/40soft"
11557,"0hard/47soft"
11794,"0hard/-419soft"
12152,"0hard/-422soft"
12366,"0hard/40soft"
12721,"0hard/47soft"
12936,"0hard/-419soft"
13291,"0hard/-422soft"
13506,"0hard/40soft"
13864,"0hard/47soft"
14077,"0hard/-419soft"
14432,"0hard/-422soft"
14650,"0hard/40soft"
15006,"0hard/47soft"
15220,"0hard/-419soft"
15573,"0hard/-422soft"
15787,"0hard/40soft"
16175,"0hard/47soft"
16395,"0hard/-419soft"
16754,"0hard/-422soft"
16975,"0hard/40soft"
17336,"0hard/47soft"
17556,"0hard/-419soft"
17927,"0hard/-422soft"
18143,"0hard/40soft"
18511,"0hard/47soft"
18737,"0hard/-419soft"
19109,"0hard/-422soft"
19329,"0hard/40soft"
19692,"0hard/47soft"
19910,"0hard/-419soft"
20286,"0hard/-422soft"
20521,"0hard/40soft"
20881,"0hard/47soft"
21093,"0hard/-419soft"
21461,"0hard/-422soft"
21679,"0hard/40soft"
22039,"0hard/47soft"
22278,"0hard/-419soft"
22655,"0hard/-422soft"
22869,"0hard/40soft"
23238,"0hard/47soft"
23454,"0hard/-419soft"
23815,"0hard/-422soft"
24033,"0hard/40soft"
24389,"0hard/47soft"
24605,"0hard/-419soft"
24960,"0hard/-422soft"
25173,"0hard/40soft"
25532,"0hard/47soft"
25747,"0hard/-419soft"
26119,"0hard/-422soft"
26340,"0hard/40soft"
26724,"0hard/47soft"
26945,"0hard/-419soft"
27304,"0hard/-422soft"
27519,"0hard/40soft"
27884,"0hard/47soft"
28097,"0hard/-419soft"
28462,"0hard/-422soft"
28678,"0hard/40soft"
29038,"0hard/47soft"
29252,"0hard/-419soft"
29616,"0hard/-422soft"
29836,"0hard/40soft"
30194,"0hard/47soft"
