"timeMillisSpent","scoreCalculationSpeed"
1049,5
2236,5
3034,5
4205,5
5136,5
6340,4
7127,5
8056,5
9221,5
10011,5
11173,5
12152,5
13291,5
14077,5
15006,5
16175,5
17336,5
18143,4
19109,5
20286,5
21093,4
22039,5
23238,5
24033,5
25173,5
26119,5
27304,5
28097,5
29038,5
30194,5
