"timeMillisSpent","scoreCalculationSpeed"
1001,287
2014,461
3008,492
4005,498
5010,492
6000,509
7022,480
8001,500
9010,486
10007,496
11006,496
12015,499
13002,514
14009,511
15000,506
16005,510
17013,511
18005,500
19006,501
20004,506
21001,506
22009,509
23000,512
24012,511
25011,509
26021,463
27010,464
28002,481
29001,494
30000,489
