"timeMillisSpent","acceptedMoveCount","selectedMoveCount"
119,4,4
178,4,4
219,4,4
268,4,4
320,4,5
368,4,5
417,4,5
474,4,7
546,4,7
618,4,8
656,4,5
692,4,5
728,4,5
754,4,5
787,4,6
812,4,4
843,4,6
875,4,6
921,4,8
955,4,7
980,4,5
1005,4,5
1032,4,6
1061,4,5
1088,4,6
1111,4,4
1131,4,4
1177,4,9
1205,4,5
1249,4,8
1277,4,6
1304,4,4
1332,4,7
1358,4,6
1378,4,4
1396,4,4
1419,4,5
1463,4,7
1501,4,8
1524,4,5
1567,4,10
1598,4,7
1624,4,6
1643,4,4
1670,4,6
1691,4,5
1716,4,6
1738,4,5
1768,4,7
1796,4,6
1819,4,5
1846,4,6
1864,4,4
1890,4,6
1923,4,7
1965,4,10
1992,4,6
2015,4,5
2038,4,5
2059,4,5
2085,4,6
2122,4,8
2145,4,5
2181,4,8
2203,4,5
2225,4,5
2253,4,6
2279,4,6
2304,4,6
2330,4,6
2352,4,5
2373,4,5
2402,4,7
2424,4,5
2441,4,4
2462,4,5
2496,4,8
2514,4,4
2543,4,7
2582,4,10
2604,4,5
2627,4,6
2652,4,6
2682,4,8
2704,4,5
2744,4,11
2760,4,4
2781,4,5
2803,4,5
2830,4,7
2864,4,8
2883,4,4
2916,4,8
2947,4,7
2980,4,8
2997,4,4
3022,4,6
3040,4,4
3062,4,5
3080,4,4
3107,4,7
3126,4,4
3147,4,5
3169,4,5
3198,4,7
3227,4,7
3260,4,8
3278,4,4
3297,4,5
3317,4,5
3346,4,8
3384,4,10
3408,4,6
3425,4,4
3447,4,5
3466,4,4
3496,4,7
3521,4,5
3543,4,5
3585,4,11
3618,4,8
3654,4,9
3675,4,5
3710,4,9
3731,4,5
3756,4,6
3777,4,5
3797,4,4
3823,4,4
3859,4,8
3880,4,5
3906,4,6
3936,4,7
3981,4,11
4004,4,5
4024,4,5
4063,4,10
4084,4,5
4104,4,5
4130,4,6
4154,4,6
4186,4,7
4205,4,4
4222,4,4
4242,4,4
4270,4,6
4289,4,4
4321,4,7
4353,4,7
4380,4,6
4401,4,5
4427,4,6
4454,4,6
4477,4,5
4505,4,6
4524,4,4
4560,4,9
4593,4,8
4616,4,5
4637,4,5
4664,4,6
4681,4,4
4707,4,7
4738,4,7
4772,4,8
4803,4,7
4821,4,4
4838,4,4
4859,4,5
4891,4,8
4921,4,7
4956,4,8
4982,4,6
5001,4,4
5029,4,7
5054,4,4
5082,4,7
5118,4,9
5139,4,5
5160,4,5
5189,4,7
5211,4,5
5244,4,8
5279,4,7
5296,4,4
5318,4,5
5343,4,6
5375,4,8
5393,4,4
5414,4,5
5436,4,5
5466,4,7
5509,4,10
5543,4,8
5578,4,8
5597,4,4
5631,4,8
5665,4,7
5686,4,4
5710,4,5
5731,4,5
5764,4,8
5808,4,10
5825,4,4
5842,4,4
5859,4,4
5884,4,6
5913,4,7
5934,4,5
5955,4,5
5988,4,8
6016,4,7
6050,4,8
6074,4,6
6105,4,8
6123,4,4
6157,4,8
6174,4,4
6197,4,5
6228,4,7
6246,4,4
6273,4,6
6296,4,5
6314,4,4
6340,4,6
6358,4,4
6377,4,4
6411,4,8
6434,4,5
6451,4,4
6481,4,7
6518,4,9
6544,4,6
6570,4,6
6597,4,6
6631,4,7
6654,4,5
6678,4,5
6710,4,7
6746,4,9
6768,4,5
6792,4,6
6825,4,8
6851,4,6
6885,4,8
6909,4,5
6939,4,7
6968,4,7
6983,4,4
7014,4,7
7045,4,8
7067,4,5
7097,4,7
7129,4,7
7148,4,4
7178,4,6
7208,4,7
7236,4,6
7256,4,4
7274,4,4
7311,4,8
7339,4,6
7361,4,5
7383,4,5
7401,4,4
7447,4,11
7482,4,8
7513,4,6
7537,4,6
7565,4,7
7582,4,4
7610,4,7
7637,4,6
7655,4,4
7685,4,6
7725,4,7
7753,4,6
7803,4,11
7850,4,11
7872,4,5
7901,4,7
7926,4,6
7946,4,4
7980,4,8
8007,4,6
8027,4,4
8057,4,7
8079,4,5
8097,4,4
8116,4,4
8141,4,5
8164,4,5
8198,4,7
8227,4,6
8256,4,5
8296,4,8
8327,4,6
8358,4,7
8386,4,7
8413,4,7
8434,4,5
8456,4,5
8485,4,8
8510,4,6
8531,4,5
8553,4,5
8585,4,8
8606,4,5
8660,4,13
8679,4,4
8705,4,6
8732,4,6
8762,4,7
8780,4,4
8816,4,9
8836,4,5
8855,4,5
8877,4,5
8902,4,5
8928,4,6
8947,4,4
8979,4,7
9014,4,8
9037,4,5
9058,4,5
9082,4,6
9108,4,6
9140,4,8
9158,4,4
9181,4,6
9203,4,5
9224,4,5
9246,4,5
9266,4,5
9288,4,5
9303,4,4
9319,4,4
9340,4,5
9364,4,6
9381,4,4
9409,4,7
9433,4,6
9472,4,9
9489,4,4
9526,4,9
9543,4,4
9569,4,6
9586,4,4
9621,4,8
9637,4,4
9663,4,6
9701,4,10
9721,4,5
9741,4,5
9763,4,5
9791,4,7
9813,4,5
9834,4,5
9871,4,9
9889,4,4
9938,4,12
9962,4,5
9988,4,6
10010,4,5
10037,4,6
10075,4,10
10097,4,5
10122,4,6
10146,4,6
10166,4,5
10199,4,9
10227,4,7
10252,4,6
10288,4,9
10316,4,6
10336,4,5
10353,4,4
10381,4,7
10409,4,7
10447,4,10
10477,4,7
10504,4,6
10533,4,7
10583,4,11
10622,4,8
10647,4,5
10671,4,5
10730,4,9
10767,4,6
10796,4,4
10819,4,5
10868,4,10
10885,4,4
10902,4,4
10927,4,6
10944,4,4
10965,4,5
10988,4,5
11017,4,7
11036,4,4
11055,4,4
11073,4,4
11110,4,9
11128,4,4
11160,4,8
11187,4,7
11209,4,6
11232,4,6
11257,4,7
11280,4,6
11310,4,8
11333,4,6
11355,4,5
11382,4,7
11410,4,6
11440,4,7
11458,4,4
11487,4,7
11505,4,4
11537,4,8
11567,4,7
11590,4,5
11606,4,4
11630,4,6
11650,4,5
11670,4,5
11690,4,5
11711,4,5
11727,4,4
11752,4,6
11780,4,7
11830,4,12
11847,4,4
11878,4,8
11899,4,5
11938,4,10
11964,4,6
11981,4,4
12024,4,10
12054,4,7
12102,4,12
12124,4,5
12145,4,5
12172,4,7
12203,4,6
12232,4,6
12272,4,10
12299,4,7
12317,4,4
12344,4,6
12393,4,12
12415,4,5
12441,4,6
12462,4,5
12481,4,4
12503,4,5
12523,4,5
12547,4,6
12569,4,6
12590,4,5
12606,4,4
12629,4,6
12652,4,6
12681,4,8
12703,4,5
12727,4,6
12745,4,4
12767,4,5
12788,4,5
12819,4,7
12843,4,6
12890,4,12
12911,4,5
12941,4,8
12963,4,6
12983,4,5
13005,4,6
13025,4,5
13050,4,6
13091,4,11
13109,4,4
13139,4,7
13165,4,6
13189,4,6
13218,4,7
13243,4,6
13279,4,9
13296,4,4
13313,4,4
13329,4,4
13350,4,5
13381,4,8
13403,4,5
13438,4,8
13460,4,5
13486,4,6
13508,4,5
13540,4,8
13565,4,6
13597,4,8
13617,4,5
13637,4,5
13656,4,5
13673,4,4
13695,4,5
13713,4,4
13755,4,10
13773,4,4
13793,4,5
13837,4,11
13869,4,8
13886,4,4
13907,4,5
13946,4,9
13969,4,5
14001,4,8
14029,4,7
14066,4,9
14090,4,5
14112,4,5
14130,4,4
14156,4,6
14179,4,5
14216,4,9
14234,4,4
14258,4,6
14297,4,10
14322,4,6
14350,4,7
14374,4,6
14406,4,8
14430,4,6
14453,4,6
14477,4,6
14502,4,6
14539,4,10
14567,4,7
14591,4,6
14620,4,7
14636,4,4
14652,4,4
14680,4,7
14696,4,4
14713,4,4
14741,4,7
14762,4,5
14786,4,6
14809,4,6
14826,4,4
14853,4,7
14876,4,5
14893,4,4
14917,4,6
14934,4,4
14958,4,6
14983,4,6
15007,4,6
15023,4,4
15045,4,5
15061,4,4
15086,4,6
15109,4,6
15126,4,4
15147,4,5
15168,4,5
15184,4,4
15201,4,4
15217,4,4
15234,4,4
15254,4,5
15278,4,6
15295,4,4
15313,4,4
15328,4,4
15362,4,8
15385,4,5
15406,4,5
15432,4,6
15464,4,8
15485,4,5
15521,4,9
15555,4,8
15579,4,6
15596,4,4
15613,4,4
15632,4,5
15665,4,8
15685,4,5
15706,4,5
15723,4,4
15748,4,6
15766,4,4
15803,4,9
15821,4,4
15842,4,5
15868,4,6
15886,4,4
15916,4,7
15941,4,6
15962,4,5
15988,4,6
16011,4,6
16032,4,5
16051,4,5
16073,4,6
16093,4,5
16116,4,6
16133,4,4
16154,4,5
16178,4,6
16221,4,11
16256,4,9
16277,4,5
16306,4,7
16331,4,6
16357,4,6
16374,4,4
16405,4,8
16425,4,5
16468,4,11
16499,4,8
16520,4,5
16541,4,5
16576,4,8
16621,4,11
16650,4,7
16676,4,6
16701,4,6
16722,4,5
16739,4,4
16763,4,6
16788,4,6
16815,4,7
16832,4,4
16853,4,5
16879,4,6
16904,4,6
16930,4,6
16951,4,5
16989,4,10
17014,4,7
17030,4,4
17058,4,7
17077,4,5
17101,4,6
17129,4,7
17151,4,5
17189,4,9
17215,4,6
17233,4,4
17258,4,6
17303,4,11
17320,4,4
17362,4,11
17395,4,8
17434,4,10
17459,4,6
17484,4,6
17501,4,4
17523,4,6
17539,4,4
17588,4,13
17614,4,6
17635,4,5
17656,4,5
17672,4,4
17700,4,7
17727,4,6
17743,4,4
17771,4,7
17787,4,4
17821,4,9
17836,4,4
17855,4,5
17874,4,5
17906,4,8
17935,4,7
17954,4,5
17976,4,5
17999,4,6
18024,4,6
18048,4,6
18066,4,5
18097,4,8
18121,4,6
18141,4,5
18157,4,4
18188,4,8
18210,4,5
18230,4,5
18259,4,7
18301,4,10
18323,4,5
18342,4,4
18399,4,13
18429,4,7
18462,4,8
18482,4,5
18499,4,4
18515,4,4
18532,4,4
18548,4,4
18569,4,5
18600,4,8
18628,4,7
18648,4,5
18669,4,5
18693,4,6
18714,4,5
18730,4,4
18766,4,10
18796,4,8
18813,4,4
18836,4,6
18856,4,5
18887,4,8
18904,4,4
18934,4,7
18983,4,12
19012,4,7
19041,4,7
19066,4,6
19092,4,6
19113,4,5
19131,4,4
19153,4,5
19174,4,5
19191,4,4
19219,4,7
19258,4,10
19279,4,5
19295,4,4
19312,4,4
19328,4,4
19349,4,6
19396,4,13
19416,4,5
19435,4,5
19467,4,8
19486,4,5
19514,4,7
19538,4,6
19562,4,6
19585,4,6
19611,4,7
19630,4,5
19656,4,7
19680,4,6
19701,4,5
19720,4,5
19746,4,6
19762,4,4
19801,4,10
19821,4,5
19842,4,5
19866,4,6
19899,4,8
19919,4,5
19936,4,4
19956,4,5
19971,4,4
19994,4,6
20012,4,4
20047,4,10
20077,4,7
20103,4,7
20133,4,7
20151,4,4
20176,4,6
20210,4,8
20230,4,4
20251,4,5
20276,4,6
20298,4,5
20322,4,6
20350,4,7
20371,4,5
20398,4,7
20434,4,9
20464,4,7
20488,4,6
20508,4,5
20529,4,5
20554,4,6
20571,4,4
20588,4,4
20613,4,6
20629,4,4
20649,4,5
20677,4,7
20709,4,8
20729,4,5
20766,4,9
20782,4,4
20800,4,4
20818,4,4
20839,4,5
20861,4,6
20882,4,5
20902,4,5
20926,4,6
20944,4,4
20961,4,4
20984,4,5
21020,4,9
21042,4,5
21060,4,4
21077,4,4
21100,4,5
21131,4,8
21156,4,6
21175,4,5
21195,4,5
21216,4,5
21234,4,4
21252,4,4
21275,4,5
21301,4,6
21331,4,7
21350,4,5
21367,4,4
21397,4,7
21431,4,8
21449,4,4
21482,4,8
21518,4,8
21542,4,5
21561,4,4
21584,4,5
21610,4,6
21631,4,5
21661,4,7
21693,4,8
21714,4,5
21730,4,4
21762,4,8
21804,4,11
21824,4,5
21849,4,7
21877,4,7
21897,4,5
21913,4,4
21939,4,6
21956,4,4
21985,4,7
22001,4,4
22032,4,8
22059,4,7
22076,4,4
22102,4,6
22143,4,10
22161,4,4
22182,4,5
22200,4,4
22217,4,4
