"timeMillisSpent","scoreCalculationSpeed"
1005,121
2015,211
3022,236
4004,236
5001,230
6016,231
7014,230
8007,223
9014,226
10010,238
11017,224
12024,243
13005,242
14001,240
15007,244
16011,240
17014,246
18024,247
19012,245
20012,250
21020,243
22001,238
23004,252
24006,239
25004,252
26002,241
27024,245
28016,244
29009,242
30005,255
