"timeMillisSpent","mutationCount"
89,0
120,72
146,73
173,74
193,74
218,78
236,76
268,78
305,79
332,78
346,81
365,79
391,82
405,79
442,83
492,85
505,80
517,79
526,80
632,96
649,80
676,90
922,95
5170,90
5176,80
6005,94
30120,89
37391,89
