"timeMillisSpent","scoreCalculationSpeed"
1624,325
2252,444
3458,473
4507,550
5000,588
6463,596
7442,602
8432,585
9409,602
10380,585
11374,584
12398,558
13463,550
14489,569
15454,588
16408,583
17453,563
18453,576
19450,596
20429,586
21395,604
22350,593
23314,595
24323,571
25314,600
26290,593
27258,609
28272,585
29257,593
30002,583
