"timeMillisSpent","scoreCalculationSpeed"
1003,349
2003,576
3016,636
4007,650
5000,629
6002,652
7005,641
8009,635
9017,637
10011,632
11007,660
12019,650
13002,642
14011,657
15005,675
16015,661
17014,658
18011,662
19003,658
20028,666
21024,657
22021,655
23018,665
24003,630
25002,639
26010,640
27022,624
28004,644
29010,672
30000,659
