"timeMillisSpent","scoreCalculationSpeed"
1049,5
2204,6
3215,6
4259,7
5039,8
6056,9
7335,10
8645,12
9354,12
10012,13
11478,13
12294,17
13416,20
14019,23
15151,22
16116,20
17243,24
18545,26
19336,34
20040,38
21002,53
22056,35
23303,29
24160,25
25657,20
30037,26
