"timeMillisSpent","acceptedMoveCount","selectedMoveCount"
176,16,16
308,16,17
377,16,16
449,16,17
503,16,16
563,16,18
621,16,16
678,16,16
748,16,22
801,16,18
853,16,18
898,16,18
947,16,21
981,16,16
1035,16,18
1081,16,20
1118,16,16
1158,16,17
1195,16,18
1238,16,20
1277,16,18
1313,16,17
1353,16,19
1388,16,16
1433,16,19
1471,16,18
1508,16,18
1541,16,16
1576,16,18
1609,16,18
1649,16,23
1680,16,19
1712,16,18
1748,16,20
1783,16,20
1814,16,18
1840,16,16
1868,16,17
1907,16,19
1939,16,19
1975,16,22
2018,16,18
2048,16,18
2077,16,18
2102,16,16
2140,16,17
2169,16,17
2197,16,16
2241,16,27
2269,16,17
2298,16,17
2325,16,17
2356,16,19
2389,16,21
2421,16,18
2452,16,19
2478,16,17
2505,16,16
2541,16,23
2569,16,17
2595,16,16
2623,16,17
2650,16,16
2680,16,18
2708,16,17
2739,16,19
2768,16,18
2796,16,17
2825,16,17
2851,16,16
2878,16,16
2904,16,17
2934,16,17
2963,16,18
2991,16,17
3021,16,19
3048,16,16
3077,16,18
3106,16,18
3137,16,19
3167,16,18
3195,16,17
3227,16,20
3255,16,17
3288,16,21
3319,16,19
3348,16,17
3377,16,19
3410,16,20
3439,16,18
3470,16,18
3517,16,17
3546,16,16
3577,16,17
3618,16,22
3654,16,20
3681,16,17
3708,16,16
3739,16,19
3768,16,17
3798,16,19
3830,16,20
3859,16,18
3887,16,17
3917,16,19
3948,16,19
3976,16,17
4005,16,17
4040,16,22
4068,16,17
4105,16,23
4133,16,17
4164,16,19
4193,16,18
4226,16,20
4258,16,17
4286,16,18
4314,16,18
4352,16,24
4379,16,17
4415,16,22
4451,16,22
4479,16,18
4517,16,24
4542,16,16
4582,16,26
4614,16,20
4645,16,19
4675,16,19
4702,16,18
4732,16,19
4762,16,19
4791,16,18
4828,16,24
4857,16,18
4886,16,18
4912,16,16
4939,16,16
4965,16,17
4993,16,17
5026,16,21
5054,16,17
5083,16,18
5114,16,19
5143,16,18
5172,16,18
5197,16,16
5225,16,17
5252,16,18
5286,16,21
5322,16,23
5349,16,17
5385,16,22
5413,16,18
5442,16,18
5475,16,20
5504,16,18
5543,16,19
5580,16,21
5616,16,20
5657,16,26
5691,16,21
5720,16,18
5757,16,23
5782,16,16
5813,16,20
5844,16,19
5871,16,17
5903,16,20
5933,16,19
5967,16,21
5996,16,18
6023,16,18
6058,16,23
6092,16,18
6129,16,21
6158,16,18
6186,16,17
6213,16,17
6241,16,17
6272,16,19
6304,16,20
6335,16,19
6360,16,16
6389,16,18
6420,16,20
6449,16,18
6479,16,18
6512,16,20
6548,16,20
6575,16,17
6615,16,25
6645,16,19
6674,16,18
6701,16,17
6732,16,19
6760,16,17
6790,16,19
6830,16,25
6862,16,20
6891,16,18
6924,16,20
6949,16,16
6978,16,18
7014,16,22
7044,16,19
7074,16,19
7103,16,18
7135,16,20
7169,16,22
7197,16,17
7232,16,22
7263,16,20
7292,16,18
7326,16,22
7353,16,16
7380,16,17
7408,16,17
7434,16,17
7466,16,20
7494,16,17
7523,16,18
7552,16,18
7591,16,25
7619,16,17
7650,16,18
7678,16,18
7708,16,18
7736,16,18
7769,16,20
7802,16,21
7832,16,18
7863,16,20
7892,16,18
7925,16,20
7955,16,18
7985,16,19
8023,16,23
8051,16,18
8082,16,18
8111,16,18
8139,16,17
8170,16,19
8201,16,19
8231,16,19
8271,16,25
8298,16,16
8324,16,17
8350,16,16
8386,16,20
8421,16,19
8466,16,17
8509,16,27
8536,16,17
8573,16,23
8602,16,18
8630,16,17
8662,16,20
8689,16,17
8718,16,18
8746,16,18
8774,16,18
8804,16,18
8832,16,18
8860,16,17
8890,16,19
8919,16,18
8946,16,17
8972,16,16
9004,16,20
9038,16,21
9065,16,16
9099,16,21
9132,16,21
9158,16,16
9198,16,25
9229,16,18
9258,16,19
9289,16,18
9327,16,23
9359,16,20
9391,16,20
9419,16,18
9450,16,19
9479,16,18
9506,16,17
9537,16,18
9577,16,25
9607,16,18
9634,16,17
9659,16,16
9694,16,21
9721,16,17
9757,16,23
9786,16,18
9813,16,16
9849,16,22
9878,16,18
9918,16,24
9948,16,19
9976,16,18
10003,16,16
10038,16,22
10070,16,19
