"timeMillisSpent","score"
176,"0hard/-1132soft"
308,"0hard/812soft"
377,"0hard/2675soft"
449,"0hard/4867soft"
503,"0hard/6895soft"
563,"0hard/8582soft"
621,"0hard/10329soft"
678,"0hard/12046soft"
748,"0hard/12514soft"
801,"0hard/12777soft"
853,"0hard/13565soft"
898,"0hard/13565soft"
947,"0hard/13479soft"
981,"0hard/13565soft"
1035,"0hard/13565soft"
1081,"0hard/13527soft"
1118,"0hard/13527soft"
1158,"0hard/13479soft"
1195,"0hard/13565soft"
1238,"0hard/13418soft"
1277,"0hard/13565soft"
1313,"0hard/13446soft"
1353,"0hard/13527soft"
1388,"0hard/13939soft"
1433,"0hard/13565soft"
1471,"0hard/13699soft"
1508,"0hard/13833soft"
1541,"0hard/13565soft"
1576,"0hard/13833soft"
1609,"0hard/13699soft"
1649,"0hard/13479soft"
1680,"0hard/13646soft"
1712,"0hard/13565soft"
1748,"0hard/13644soft"
1783,"0hard/13780soft"
1814,"0hard/13527soft"
1840,"0hard/13565soft"
1868,"0hard/13565soft"
1907,"0hard/13780soft"
1939,"0hard/13474soft"
1975,"0hard/13699soft"
2018,"0hard/13699soft"
2048,"0hard/13833soft"
2077,"0hard/13699soft"
2102,"0hard/13699soft"
2140,"0hard/13699soft"
2169,"0hard/13565soft"
2197,"0hard/13939soft"
2241,"0hard/13353soft"
2269,"0hard/13565soft"
2298,"0hard/13565soft"
2325,"0hard/13565soft"
2356,"0hard/13527soft"
2389,"0hard/13565soft"
2421,"0hard/13527soft"
2452,"0hard/13527soft"
2478,"0hard/13565soft"
2505,"0hard/13565soft"
2541,"0hard/13565soft"
2569,"0hard/13565soft"
2595,"0hard/13702soft"
2623,"0hard/13565soft"
2650,"0hard/13487soft"
2680,"0hard/13565soft"
2708,"0hard/13565soft"
2739,"0hard/13565soft"
2768,"0hard/13446soft"
2796,"0hard/13479soft"
2825,"0hard/13487soft"
2851,"0hard/13565soft"
2878,"0hard/13431soft"
2904,"0hard/13565soft"
2934,"0hard/13702soft"
2963,"0hard/13565soft"
2991,"0hard/13527soft"
3021,"0hard/13479soft"
3048,"0hard/13431soft"
3077,"0hard/13565soft"
3106,"0hard/13702soft"
3137,"0hard/13565soft"
3167,"0hard/13565soft"
3195,"0hard/13565soft"
3227,"0hard/13565soft"
3255,"0hard/13479soft"
3288,"0hard/13565soft"
3319,"0hard/13312soft"
3348,"0hard/13431soft"
3377,"0hard/13479soft"
3410,"0hard/13527soft"
3439,"0hard/13565soft"
3470,"0hard/13487soft"
3517,"0hard/13606soft"
3546,"0hard/13648soft"
3577,"0hard/13644soft"
3618,"0hard/13565soft"
3654,"0hard/13833soft"
3681,"0hard/13699soft"
3708,"0hard/13565soft"
3739,"0hard/13565soft"
3768,"0hard/13833soft"
3798,"0hard/13699soft"
3830,"0hard/13565soft"
3859,"0hard/13565soft"
3887,"0hard/13833soft"
3917,"0hard/13565soft"
3948,"0hard/13446soft"
3976,"0hard/13565soft"
4005,"0hard/13644soft"
4040,"0hard/13833soft"
4068,"0hard/13833soft"
4105,"0hard/13833soft"
4133,"0hard/13393soft"
4164,"0hard/13699soft"
4193,"0hard/13285soft"
4226,"0hard/14294soft"
4258,"0hard/14294soft"
4286,"0hard/14587soft"
4314,"0hard/14185soft"
4352,"0hard/13707soft"
4379,"0hard/13907soft"
4415,"0hard/14139soft"
4451,"0hard/13899soft"
4479,"0hard/14139soft"
4517,"0hard/13907soft"
4542,"0hard/14139soft"
4582,"0hard/14185soft"
4614,"0hard/14185soft"
4645,"0hard/14294soft"
4675,"0hard/14294soft"
4702,"0hard/13899soft"
4732,"0hard/14139soft"
4762,"0hard/13907soft"
4791,"0hard/14139soft"
4828,"0hard/13899soft"
4857,"0hard/14294soft"
4886,"0hard/13393soft"
4912,"0hard/13833soft"
4939,"0hard/13833soft"
4965,"0hard/13353soft"
4993,"0hard/13393soft"
5026,"0hard/13599soft"
5054,"0hard/13767soft"
5083,"0hard/13912soft"
5114,"0hard/13874soft"
5143,"0hard/13914soft"
5172,"0hard/13833soft"
5197,"0hard/14685soft"
5225,"0hard/13586soft"
5252,"0hard/14685soft"
5286,"0hard/14986soft"
5322,"0hard/13565soft"
5349,"0hard/13914soft"
5385,"0hard/14182soft"
5413,"0hard/14215soft"
5442,"0hard/13914soft"
5475,"0hard/14000soft"
5504,"0hard/13866soft"
5543,"0hard/14215soft"
5580,"0hard/14215soft"
5616,"0hard/14261soft"
5657,"0hard/14048soft"
5691,"0hard/14182soft"
5720,"0hard/14134soft"
5757,"0hard/14215soft"
5782,"0hard/14215soft"
5813,"0hard/14294soft"
5844,"0hard/14215soft"
5871,"0hard/14048soft"
5903,"0hard/14000soft"
5933,"0hard/14182soft"
5967,"0hard/14215soft"
5996,"0hard/14182soft"
6023,"0hard/14182soft"
6058,"0hard/13914soft"
6092,"0hard/13914soft"
6129,"0hard/14182soft"
6158,"0hard/14215soft"
6186,"0hard/14182soft"
6213,"0hard/13914soft"
6241,"0hard/14048soft"
6272,"0hard/14048soft"
6304,"0hard/13914soft"
6335,"0hard/14182soft"
6360,"0hard/14288soft"
6389,"0hard/14261soft"
6420,"0hard/13914soft"
6449,"0hard/14182soft"
6479,"0hard/14215soft"
6512,"0hard/14215soft"
6548,"0hard/14390soft"
6575,"0hard/14215soft"
6615,"0hard/14215soft"
6645,"0hard/14215soft"
6674,"0hard/14182soft"
6701,"0hard/14215soft"
6732,"0hard/14182soft"
6760,"0hard/14048soft"
6790,"0hard/14182soft"
6830,"0hard/14215soft"
6862,"0hard/14390soft"
6891,"0hard/14215soft"
6924,"0hard/14215soft"
6949,"0hard/14215soft"
6978,"0hard/14215soft"
7014,"0hard/14215soft"
7044,"0hard/14215soft"
7074,"0hard/14215soft"
7103,"0hard/14215soft"
7135,"0hard/14215soft"
