"timeMillisSpent","mutationCount"
43,0
68,70
90,68
103,69
116,70
140,71
148,71
168,71
179,73
198,74
225,72
235,75
267,75
276,76
283,74
296,76
302,76
328,76
333,77
357,76
388,76
414,77
446,79
449,79
455,78
461,80
471,80
483,81
541,81
551,78
820,97
833,83
836,80
