"timeMillisSpent","score"
62,"0hard/-3282soft"
101,"0hard/-1669soft"
143,"0hard/-244soft"
199,"0hard/1491soft"
243,"0hard/1872soft"
319,"0hard/3665soft"
398,"0hard/5808soft"
464,"0hard/7844soft"
518,"0hard/7849soft"
589,"0hard/10261soft"
599,"0hard/9945soft"
618,"0hard/8912soft"
673,"0hard/10046soft"
689,"0hard/11103soft"
712,"0hard/11111soft"
741,"0hard/10418soft"
791,"0hard/10316soft"
832,"0hard/10072soft"
878,"0hard/10724soft"
887,"-1hard/11139soft"
951,"-2hard/12605soft"
994,"-1hard/12424soft"
1007,"0hard/11737soft"
1027,"-1hard/11848soft"
1056,"-3hard/12630soft"
1063,"0hard/11906soft"
1082,"0hard/12043soft"
1108,"0hard/11773soft"
1139,"0hard/11372soft"
1176,"0hard/11166soft"
1188,"0hard/12191soft"
1196,"0hard/12482soft"
1237,"-1hard/12698soft"
1259,"-1hard/12051soft"
1317,"0hard/10888soft"
1337,"0hard/10919soft"
1366,"0hard/10589soft"
1400,"-1hard/10842soft"
1441,"-1hard/11279soft"
1453,"-1hard/10951soft"
1461,"-1hard/10401soft"
1505,"0hard/10214soft"
1529,"0hard/10840soft"
1580,"0hard/11906soft"
1596,"0hard/12043soft"
1622,"0hard/11773soft"
1655,"0hard/11372soft"
1693,"0hard/11166soft"
1705,"0hard/12191soft"
1713,"0hard/12482soft"
1754,"-1hard/12698soft"
1776,"-1hard/12051soft"
1822,"0hard/10888soft"
1843,"0hard/10919soft"
1873,"0hard/10589soft"
1926,"-1hard/10842soft"
1970,"-1hard/11279soft"
1983,"-1hard/10951soft"
1991,"-1hard/10401soft"
2034,"0hard/10214soft"
2059,"0hard/10840soft"
2107,"0hard/11906soft"
2123,"0hard/12043soft"
2149,"0hard/11773soft"
2180,"0hard/11372soft"
2216,"0hard/11166soft"
2228,"0hard/12191soft"
2235,"0hard/12482soft"
2276,"-1hard/12698soft"
2297,"-1hard/12051soft"
2342,"0hard/10888soft"
2360,"0hard/10919soft"
2387,"0hard/10589soft"
2419,"-1hard/10842soft"
2457,"-1hard/11279soft"
2471,"-1hard/10951soft"
2479,"-1hard/10401soft"
2521,"0hard/10214soft"
2544,"0hard/10840soft"
2592,"0hard/11906soft"
2609,"0hard/12043soft"
2634,"0hard/11773soft"
2665,"0hard/11372soft"
2699,"0hard/11166soft"
2712,"0hard/12191soft"
2718,"0hard/12482soft"
2757,"-1hard/12698soft"
2778,"-1hard/12051soft"
2824,"0hard/10888soft"
2843,"0hard/10919soft"
2874,"0hard/10589soft"
2905,"-1hard/10842soft"
2943,"-1hard/11279soft"
2955,"-1hard/10951soft"
2964,"-1hard/10401soft"
3007,"0hard/10214soft"
3030,"0hard/10840soft"
3079,"0hard/11906soft"
3095,"0hard/12043soft"
3122,"0hard/11773soft"
3153,"0hard/11372soft"
3188,"0hard/11166soft"
