"timeMillisSpent","scoreCalculationSpeed"
1007,97
2034,170
3007,184
4014,182
5031,185
6000,188
7017,187
8010,188
9026,187
10041,190
11016,187
12024,189
13022,187
14033,188
15012,187
16022,187
17013,184
18020,183
19023,192
20028,190
21001,189
22007,187
23026,190
24003,191
25007,190
26014,191
27003,190
28005,192
29023,187
30007,171
