"timeMillisSpent","scoreCalculationSpeed"
1164,90
2136,128
3072,177
4003,224
5350,273
7106,313
7865,363
12657,363
13019,414
13782,465
14792,492
15950,465
16807,481
17938,499
19173,400
20203,414
21596,372
23359,372
26026,361
30003,322
