"timeMillisSpent","mutationCount"
500,0
856,76
1164,78
1464,84
1776,88
2136,89
2428,88
2734,88
3071,88
3582,88
4003,89
4658,91
5349,89
5892,88
7865,92
13019,102
13412,95
13536,90
14512,91
14792,92
14984,92
15217,96
