"timeMillisSpent","scoreCalculationSpeed"
1029,290
2018,473
3033,522
4027,528
5011,550
6011,556
7030,561
8001,556
9001,566
10026,576
11025,570
12018,575
13019,578
14016,582
15018,578
16022,571
17031,581
18017,552
19021,575
20009,581
21030,575
22023,550
23011,570
24018,575
25029,574
26004,577
27011,577
28011,567
29000,579
30000,582
