"timeMillisSpent","score"
76,"-7hard/48947soft"
108,"-6hard/42907soft"
132,"-6hard/50531soft"
158,"-6hard/54156soft"
197,"-5hard/46221soft"
251,"-5hard/46273soft"
290,"-6hard/51316soft"
325,"-6hard/52696soft"
363,"-6hard/56089soft"
395,"-6hard/55798soft"
430,"-6hard/52067soft"
466,"-6hard/51946soft"
515,"-6hard/50296soft"
550,"-4hard/45421soft"
572,"-4hard/49046soft"
594,"-4hard/51741soft"
617,"-4hard/51920soft"
642,"-4hard/51853soft"
665,"-5hard/61686soft"
685,"-5hard/55881soft"
707,"-5hard/57398soft"
726,"-5hard/58880soft"
750,"-5hard/56067soft"
771,"-5hard/56581soft"
786,"-4hard/46072soft"
804,"-4hard/42430soft"
826,"-4hard/41141soft"
846,"-4hard/40311soft"
861,"-4hard/43517soft"
877,"-4hard/43353soft"
894,"-5hard/53263soft"
917,"-5hard/56888soft"
942,"-5hard/56944soft"
965,"-5hard/58426soft"
987,"-5hard/58606soft"
1008,"-5hard/58988soft"
1025,"-4hard/49016soft"
1038,"-4hard/45705soft"
1053,"-4hard/42083soft"
1070,"-4hard/40912soft"
1092,"-4hard/45477soft"
1118,"-4hard/45260soft"
1140,"-4hard/45083soft"
1158,"-4hard/48732soft"
1179,"-4hard/52354soft"
1194,"-4hard/52561soft"
1210,"-4hard/47593soft"
1228,"-4hard/51717soft"
1247,"-4hard/51880soft"
1264,"-4hard/48654soft"
1281,"-4hard/45107soft"
1298,"-4hard/44960soft"
1316,"-5hard/54714soft"
1336,"-5hard/54580soft"
1353,"-5hard/54492soft"
1372,"-5hard/57793soft"
1388,"-5hard/61340soft"
1404,"-5hard/61406soft"
1418,"-4hard/51667soft"
1432,"-4hard/47778soft"
1450,"-4hard/52475soft"
1466,"-4hard/52621soft"
1483,"-4hard/48999soft"
1505,"-4hard/48852soft"
1525,"-4hard/45203soft"
1541,"-5hard/55175soft"
1560,"-5hard/50087soft"
1576,"-5hard/54580soft"
1587,"-5hard/58202soft"
1602,"-5hard/58443soft"
1621,"-5hard/58355soft"
1636,"-4hard/48902soft"
1652,"-4hard/51667soft"
1668,"-4hard/47778soft"
1683,"-4hard/52475soft"
1699,"-4hard/52621soft"
1715,"-4hard/52477soft"
1732,"-4hard/48852soft"
1749,"-4hard/45203soft"
1763,"-5hard/55175soft"
1779,"-5hard/50087soft"
1790,"-5hard/54580soft"
1801,"-5hard/54896soft"
1813,"-5hard/58443soft"
1830,"-5hard/58355soft"
1847,"-4hard/48902soft"
1859,"-4hard/51667soft"
1871,"-4hard/47778soft"
1884,"-4hard/52475soft"
1903,"-4hard/52621soft"
1922,"-4hard/52477soft"
1939,"-4hard/48852soft"
1957,"-4hard/45203soft"
1971,"-5hard/55175soft"
1989,"-5hard/50087soft"
2002,"-5hard/54580soft"
2017,"-5hard/54896soft"
2029,"-5hard/58443soft"
2044,"-5hard/58355soft"
2058,"-4hard/48902soft"
2070,"-4hard/51667soft"
2083,"-4hard/47778soft"
2096,"-4hard/52475soft"
2109,"-4hard/52621soft"
2126,"-4hard/52477soft"
2143,"-4hard/48852soft"
2159,"-4hard/45203soft"
2174,"-5hard/55175soft"
2190,"-5hard/50087soft"
2201,"-5hard/54580soft"
2214,"-5hard/54896soft"
2226,"-5hard/58443soft"
2241,"-5hard/58355soft"
2272,"-4hard/48902soft"
2287,"-4hard/51667soft"
2302,"-4hard/47778soft"
2315,"-4hard/52475soft"
2330,"-4hard/52621soft"
2346,"-4hard/52477soft"
2362,"-4hard/48852soft"
2380,"-4hard/45203soft"
2396,"-5hard/55175soft"
2412,"-5hard/50087soft"
2422,"-5hard/54580soft"
2434,"-5hard/54896soft"
2447,"-5hard/58443soft"
2462,"-5hard/58355soft"
2476,"-4hard/48902soft"
2488,"-4hard/51667soft"
2501,"-4hard/47778soft"
2514,"-4hard/52475soft"
2527,"-4hard/52621soft"
2542,"-4hard/52477soft"
2560,"-4hard/48852soft"
2576,"-4hard/45203soft"
2591,"-5hard/55175soft"
2607,"-5hard/50087soft"
2618,"-5hard/54580soft"
2630,"-5hard/54896soft"
2642,"-5hard/58443soft"
2656,"-5hard/58355soft"
2670,"-4hard/48902soft"
2683,"-4hard/51667soft"
2696,"-4hard/47778soft"
2709,"-4hard/52475soft"
2722,"-4hard/52621soft"
2739,"-4hard/52477soft"
2756,"-4hard/48852soft"
2772,"-4hard/45203soft"
2787,"-5hard/55175soft"
2803,"-5hard/50087soft"
2813,"-5hard/54580soft"
2825,"-5hard/54896soft"
2837,"-5hard/58443soft"
2853,"-5hard/58355soft"
2866,"-4hard/48902soft"
2878,"-4hard/51667soft"
2891,"-4hard/47778soft"
2905,"-4hard/52475soft"
2918,"-4hard/52621soft"
2935,"-4hard/52477soft"
2950,"-4hard/48852soft"
2968,"-4hard/45203soft"
2983,"-5hard/55175soft"
2998,"-5hard/50087soft"
3008,"-5hard/54580soft"
3021,"-5hard/54896soft"
3033,"-5hard/58443soft"
3048,"-5hard/58355soft"
3061,"-4hard/48902soft"
3074,"-4hard/51667soft"
3087,"-4hard/47778soft"
3100,"-4hard/52475soft"
3112,"-4hard/52621soft"
3130,"-4hard/52477soft"
3146,"-4hard/48852soft"
3162,"-4hard/45203soft"
3177,"-5hard/55175soft"
3193,"-5hard/50087soft"
3204,"-5hard/54580soft"
3216,"-5hard/54896soft"
3228,"-5hard/58443soft"
3243,"-5hard/58355soft"
3258,"-4hard/48902soft"
3270,"-4hard/51667soft"
3283,"-4hard/47778soft"
3295,"-4hard/52475soft"
3309,"-4hard/52621soft"
3326,"-4hard/52477soft"
3343,"-4hard/48852soft"
3359,"-4hard/45203soft"
3374,"-5hard/55175soft"
3389,"-5hard/50087soft"
3400,"-5hard/54580soft"
3412,"-5hard/54896soft"
3424,"-5hard/58443soft"
3439,"-5hard/58355soft"
3452,"-4hard/48902soft"
3464,"-4hard/51667soft"
3478,"-4hard/47778soft"
3491,"-4hard/52475soft"
3504,"-4hard/52621soft"
3520,"-4hard/52477soft"
3540,"-4hard/48852soft"
3559,"-4hard/45203soft"
3576,"-5hard/55175soft"
3594,"-5hard/50087soft"
3606,"-5hard/54580soft"
3619,"-5hard/54896soft"
3632,"-5hard/58443soft"
3647,"-5hard/58355soft"
3661,"-4hard/48902soft"
3673,"-4hard/51667soft"
3686,"-4hard/47778soft"
3699,"-4hard/52475soft"
3711,"-4hard/52621soft"
3729,"-4hard/52477soft"
3745,"-4hard/48852soft"
3761,"-4hard/45203soft"
3776,"-5hard/55175soft"
3791,"-5hard/50087soft"
3802,"-5hard/54580soft"
3814,"-5hard/54896soft"
3826,"-5hard/58443soft"
3841,"-5hard/58355soft"
3855,"-4hard/48902soft"
3867,"-4hard/51667soft"
3879,"-4hard/47778soft"
3893,"-4hard/52475soft"
3905,"-4hard/52621soft"
3922,"-4hard/52477soft"
3939,"-4hard/48852soft"
3955,"-4hard/45203soft"
3969,"-5hard/55175soft"
3985,"-5hard/50087soft"
3996,"-5hard/54580soft"
4008,"-5hard/54896soft"
4019,"-5hard/58443soft"
4034,"-5hard/58355soft"
4048,"-4hard/48902soft"
4061,"-4hard/51667soft"
4074,"-4hard/47778soft"
4087,"-4hard/52475soft"
4099,"-4hard/52621soft"
4117,"-4hard/52477soft"
4133,"-4hard/48852soft"
4149,"-4hard/45203soft"
4164,"-5hard/55175soft"
4180,"-5hard/50087soft"
4191,"-5hard/54580soft"
4202,"-5hard/54896soft"
4214,"-5hard/58443soft"
4231,"-5hard/58355soft"
4245,"-4hard/48902soft"
4257,"-4hard/51667soft"
4270,"-4hard/47778soft"
4283,"-4hard/52475soft"
4297,"-4hard/52621soft"
4313,"-4hard/52477soft"
4329,"-4hard/48852soft"
4346,"-4hard/45203soft"
4360,"-5hard/55175soft"
4375,"-5hard/50087soft"
4385,"-5hard/54580soft"
4398,"-5hard/54896soft"
4409,"-5hard/58443soft"
4424,"-5hard/58355soft"
4438,"-4hard/48902soft"
4450,"-4hard/51667soft"
4463,"-4hard/47778soft"
4477,"-4hard/52475soft"
4491,"-4hard/52621soft"
4510,"-4hard/52477soft"
4528,"-4hard/48852soft"
4544,"-4hard/45203soft"
4558,"-5hard/55175soft"
4574,"-5hard/50087soft"
4585,"-5hard/54580soft"
4597,"-5hard/54896soft"
4608,"-5hard/58443soft"
4623,"-5hard/58355soft"
4638,"-4hard/48902soft"
4650,"-4hard/51667soft"
4662,"-4hard/47778soft"
4675,"-4hard/52475soft"
4690,"-4hard/52621soft"
4706,"-4hard/52477soft"
4722,"-4hard/48852soft"
4740,"-4hard/45203soft"
4755,"-5hard/55175soft"
4770,"-5hard/50087soft"
4780,"-5hard/54580soft"
4792,"-5hard/54896soft"
4804,"-5hard/58443soft"
4819,"-5hard/58355soft"
4832,"-4hard/48902soft"
4844,"-4hard/51667soft"
4856,"-4hard/47778soft"
4870,"-4hard/52475soft"
4882,"-4hard/52621soft"
4899,"-4hard/52477soft"
4916,"-4hard/48852soft"
4932,"-4hard/45203soft"
4946,"-5hard/55175soft"
4961,"-5hard/50087soft"
4977,"-5hard/54580soft"
4993,"-5hard/54896soft"
5005,"-5hard/58443soft"
5020,"-5hard/58355soft"
5033,"-4hard/48902soft"
5045,"-4hard/51667soft"
5058,"-4hard/47778soft"
5071,"-4hard/52475soft"
5084,"-4hard/52621soft"
5100,"-4hard/52477soft"
5117,"-4hard/48852soft"
5134,"-4hard/45203soft"
5148,"-5hard/55175soft"
5164,"-5hard/50087soft"
5174,"-5hard/54580soft"
5187,"-5hard/54896soft"
5198,"-5hard/58443soft"
5213,"-5hard/58355soft"
5227,"-4hard/48902soft"
5240,"-4hard/51667soft"
5252,"-4hard/47778soft"
5265,"-4hard/52475soft"
5278,"-4hard/52621soft"
5295,"-4hard/52477soft"
5312,"-4hard/48852soft"
5329,"-4hard/45203soft"
5344,"-5hard/55175soft"
5359,"-5hard/50087soft"
5369,"-5hard/54580soft"
5381,"-5hard/54896soft"
5393,"-5hard/58443soft"
5408,"-5hard/58355soft"
5422,"-4hard/48902soft"
5434,"-4hard/51667soft"
5446,"-4hard/47778soft"
5459,"-4hard/52475soft"
5472,"-4hard/52621soft"
5489,"-4hard/52477soft"
5505,"-4hard/48852soft"
5521,"-4hard/45203soft"
5537,"-5hard/55175soft"
5553,"-5hard/50087soft"
5565,"-5hard/54580soft"
5578,"-5hard/54896soft"
5589,"-5hard/58443soft"
5605,"-5hard/58355soft"
5618,"-4hard/48902soft"
5631,"-4hard/51667soft"
5643,"-4hard/47778soft"
5655,"-4hard/52475soft"
5669,"-4hard/52621soft"
5685,"-4hard/52477soft"
5701,"-4hard/48852soft"
5717,"-4hard/45203soft"
5732,"-5hard/55175soft"
5747,"-5hard/50087soft"
5757,"-5hard/54580soft"
5769,"-5hard/54896soft"
5781,"-5hard/58443soft"
5795,"-5hard/58355soft"
5809,"-4hard/48902soft"
5821,"-4hard/51667soft"
5833,"-4hard/47778soft"
5847,"-4hard/52475soft"
5860,"-4hard/52621soft"
5877,"-4hard/52477soft"
5893,"-4hard/48852soft"
5909,"-4hard/45203soft"
5924,"-5hard/55175soft"
5940,"-5hard/50087soft"
5951,"-5hard/54580soft"
5963,"-5hard/54896soft"
5974,"-5hard/58443soft"
5989,"-5hard/58355soft"
6003,"-4hard/48902soft"
6016,"-4hard/51667soft"
6028,"-4hard/47778soft"
6040,"-4hard/52475soft"
6053,"-4hard/52621soft"
6069,"-4hard/52477soft"
6087,"-4hard/48852soft"
6102,"-4hard/45203soft"
6117,"-5hard/55175soft"
6132,"-5hard/50087soft"
6143,"-5hard/54580soft"
6155,"-5hard/54896soft"
6166,"-5hard/58443soft"
6181,"-5hard/58355soft"
6194,"-4hard/48902soft"
6206,"-4hard/51667soft"
6219,"-4hard/47778soft"
6232,"-4hard/52475soft"
6245,"-4hard/52621soft"
6261,"-4hard/52477soft"
6278,"-4hard/48852soft"
6294,"-4hard/45203soft"
6308,"-5hard/55175soft"
6325,"-5hard/50087soft"
6335,"-5hard/54580soft"
6348,"-5hard/54896soft"
6360,"-5hard/58443soft"
