"timeMillisSpent","mutationCount"
88,0
116,72
141,73
169,74
189,74
209,78
229,76
262,78
308,79
330,78
346,81
364,79
391,82
403,79
432,83
487,85
495,80
507,79
517,80
613,96
629,80
659,90
872,95
4974,90
4981,80
5792,94
30490,89
37825,89
