"timeMillisSpent","mutationCount"
66,0
97,71
120,73
154,72
183,76
221,76
258,76
291,77
394,79
401,79
419,78
494,78
502,79
535,78
555,83
607,82
652,81
702,84
825,85
877,83
933,83
986,89
995,83
1003,83
